age,fitness_level,goal,gender,chest,biceps,legs,thighs,shoulders,exercise,exercise_details,diet_recommendations,rest_days,target_weight_loss,target_biceps_growth,target_belly_measurement,target_chest,target_biceps,target_legs,target_thighs,target_shoulders
60,intermediate,weight loss,male,96.40454317887247,27.382153595775616,67.16108358012691,63.206721364463576,119.696441742424,HIIT,"High-Intensity Interval Training (HIIT) 20-30 minutes, 4-5 times a week.",Balanced diet with a calorie deficit. Include lean proteins and vegetables.,2,9.045846250851234,0.0,75.48603250718881,86.1633720629071,24.918000720564017,47.64069563025129,41.42724439303199,86.52135252180794
28,advanced,weight loss,male,105.09800150146819,43.69723588504725,56.05916162391273,46.59121623343763,93.0854111029923,Advanced HIIT,"Advanced HIIT 30-40 minutes, 5-6 times a week.",Balanced diet with a calorie deficit. Avoid processed foods and sugars.,1,14.948211246561158,0.0,72.81907924498468,78.7469840035914,16.071576000621942,44.750996081288136,38.13514354265309,80.57667151466828
35,beginner,muscle gain,male,95.2341015254344,30.915438027651852,54.41835534351781,47.280353095508524,105.35795314936807,Bodyweight Exercises,"Bodyweight exercises (push-ups, squats, lunges) 3 sets of 10-15 reps, 3 times a week.",High-protein diet with a slight calorie surplus.,4,0.0,1.118893196221101,94.69717958853222,97.1009693170408,30.517151330731267,58.11879371518561,52.09715742320803,107.88702779107052
64,beginner,muscle gain,female,99.07954848616616,29.836288380743056,63.40398332629885,56.39147350539386,119.99378774051019,Bodyweight Exercises,"Bodyweight exercises (push-ups, squats, lunges) 3 sets of 10-15 reps, 3 times a week.",High-protein diet with a slight calorie surplus.,4,0.0,1.547425516717452,91.91423425466714,91.67391330430915,31.2624506312519,55.94576427273331,50.121500310829326,100.46166155323922
29,beginner,muscle gain,female,111.76318943302357,25.712457315081974,68.29464848109907,60.13628346066582,118.51290797653981,Bodyweight Exercises,"Bodyweight exercises (push-ups, squats, lunges) 3 sets of 10-15 reps, 3 times a week.",High-protein diet with a slight calorie surplus.,4,0.0,2.6712486238612065,94.0190198530032,91.4072236080818,33.339476264255495,58.72822147346134,50.25637269942035,100.88543507601483
26,beginner,general fitness,male,93.53763973335757,30.51191869541298,56.963148802881726,52.99144517428454,113.101286663411,Walking,"Walking 30-45 minutes, 3-4 times a week at a brisk pace.",Balanced diet focusing on nutrient-dense foods.,3,2.1260353911536107,0.0,86.87075246880205,91.99391234020473,27.78844165549833,50.155108038529875,48.41839272400709,92.03917996517579
27,intermediate,general fitness,male,114.35961055431382,38.870528544519765,55.44896438354831,53.41178321380781,112.85230936504271,Swimming,"Swimming 45 minutes, 4-5 times a week.",Balanced diet with a focus on lean proteins and healthy fats.,2,2.62519969070732,0.0,83.68194663235259,87.71253400666211,21.729072948860715,45.44613595674854,43.848364192553866,93.70210186658791
61,intermediate,weight loss,male,98.15589987827488,33.520723254791235,54.52229260471239,57.65251974302277,93.61312321167624,HIIT,"High-Intensity Interval Training (HIIT) 20-30 minutes, 4-5 times a week.",Balanced diet with a calorie deficit. Include lean proteins and vegetables.,2,9.8929364334663,0.0,76.58913455573655,81.23852085229825,24.688303169744945,46.9988284534297,40.46766981457727,89.98780957395044
34,advanced,general fitness,male,103.62594862996633,35.337407033035205,55.08981815393262,55.108505896615625,96.9966108701796,Power Yoga,"Power Yoga 60 minutes, 3-4 times a week.",Balanced diet with emphasis on whole foods and hydration.,3,1.381049058053079,1.3552786838876294,76.60175138977274,84.87286867447736,18.197566242554384,42.459013402362245,37.5687620085279,86.04088687731074
55,intermediate,weight loss,male,117.96861706470057,43.34591193229771,52.69866685920629,45.37256585555435,111.38977828428844,HIIT,"High-Intensity Interval Training (HIIT) 20-30 minutes, 4-5 times a week.",Balanced diet with a calorie deficit. Include lean proteins and vegetables.,2,9.618263553841606,0.0,75.72991143740425,85.99633042348074,21.610914521235852,47.85701104412602,42.58865472659101,85.29934180218034
24,intermediate,general fitness,female,108.84394705654063,27.29379565342633,61.93556455216707,47.271663725444,103.92321313022319,Swimming,"Swimming 45 minutes, 4-5 times a week.",Balanced diet with a focus on lean proteins and healthy fats.,2,3.1649292535830336,0.0,83.54606931652337,82.45999668170951,20.53434329877521,46.05822228112428,43.182064307886996,89.6879277176971
63,advanced,weight loss,female,107.59614394956196,26.42481430485198,55.61652137322511,56.632000310508054,90.75748404373356,Advanced HIIT,"Advanced HIIT 30-40 minutes, 5-6 times a week.",Balanced diet with a calorie deficit. Avoid processed foods and sugars.,1,14.326523642414028,0.0,71.42494209309473,78.65097919388253,17.640250611303642,42.300084243395034,37.73880644941368,83.12088340740686
30,advanced,muscle gain,female,109.90627046617601,42.03861498247788,62.29888723315809,60.87325019395732,121.92666931516655,Heavy Weight Lifting,"Heavy weight lifting focusing on progressive overload, 5-6 times a week.",High-protein diet with a high calorie surplus. Focus on nutrient-dense foods.,1,0.0,5.333342152690098,84.01657824521187,100.39295255581214,41.848526887458526,65.43700940475408,63.681642131525244,113.65513144601599
57,advanced,general fitness,male,117.13389685661966,40.49711594861413,51.660646990251365,60.26206290859912,116.15253068429986,Power Yoga,"Power Yoga 60 minutes, 3-4 times a week.",Balanced diet with emphasis on whole foods and hydration.,3,1.060099405847394,1.0758753597733142,75.99299307891957,82.86915532136251,18.99594202541176,44.983062776420155,36.2046164190845,80.60437053023605
59,intermediate,weight loss,female,93.69797982275288,30.27468373890065,52.309135842357584,59.801131185872904,103.03141866676387,HIIT,"High-Intensity Interval Training (HIIT) 20-30 minutes, 4-5 times a week.",Balanced diet with a calorie deficit. Include lean proteins and vegetables.,2,7.8493924830813535,0.0,75.89409998742244,87.10387998915398,24.84620193886734,46.365125134041655,41.64316541390585,88.51116171850362
26,intermediate,general fitness,male,106.46344220297684,31.48468252748166,60.72283855593889,60.42545232416268,93.92820789169495,Swimming,"Swimming 45 minutes, 4-5 times a week.",Balanced diet with a focus on lean proteins and healthy fats.,2,3.7139075162013686,0.0,82.89009420367957,89.73976396103706,23.135810872392845,48.529411019541094,40.44583602109243,94.5168035624424
67,advanced,muscle gain,female,99.01378490342783,31.205556715513204,60.23061888952028,45.88886952649046,113.6480304256814,Heavy Weight Lifting,"Heavy weight lifting focusing on progressive overload, 5-6 times a week.",High-protein diet with a high calorie surplus. Focus on nutrient-dense foods.,1,0.0,6.256112981490266,82.60090330034801,103.87403784069528,40.385250062112384,65.66673502585185,60.058475984630704,119.9869248466685
44,advanced,weight loss,male,85.41493526235854,37.95617596043822,55.43019853475777,62.902031299251774,103.9419827426658,Advanced HIIT,"Advanced HIIT 30-40 minutes, 5-6 times a week.",Balanced diet with a calorie deficit. Avoid processed foods and sugars.,1,13.931448112121211,0.0,73.98725972039114,82.30090238138447,17.420530210447875,40.44098596057795,35.36134520699569,89.16374236985588
19,advanced,general fitness,male,89.38553137421383,26.224230139779586,66.54261703241085,62.785662104233495,100.2155734803257,Power Yoga,"Power Yoga 60 minutes, 3-4 times a week.",Balanced diet with emphasis on whole foods and hydration.,3,1.0006289039076932,1.699102858920885,78.14289207764804,80.01225345143312,19.874752935185978,40.990641774809966,38.926432254371704,86.74839191716104
22,intermediate,general fitness,female,96.3747163342256,34.788031705274534,53.74094329735099,55.63847978195228,118.85877012064635,Swimming,"Swimming 45 minutes, 4-5 times a week.",Balanced diet with a focus on lean proteins and healthy fats.,2,3.9488635944623045,0.0,84.67035913096181,81.28571280176813,21.538582320567855,49.254000604774106,41.14330252541716,88.78539547699731
46,intermediate,muscle gain,female,104.77499899136706,27.677459382254902,57.21322248366372,49.97188664537531,103.12600244197743,Weight Lifting,"Weight lifting focusing on compound exercises (bench press, deadlift, squat) 4-5 times a week.",High-protein diet with a moderate calorie surplus. Include complex carbs.,2,0.0,4.251927733316778,87.8145696389534,101.40606559806392,38.567440822186875,63.64384995206641,58.687787984109384,114.91676780055954
54,beginner,muscle gain,female,115.8516171843695,41.39477081852495,61.110234121448045,56.84356945562867,95.44193966387651,Bodyweight Exercises,"Bodyweight exercises (push-ups, squats, lunges) 3 sets of 10-15 reps, 3 times a week.",High-protein diet with a slight calorie surplus.,4,0.0,1.7131745432616106,90.2209318085801,93.48862014379073,34.55787964482424,55.41694442820493,53.23471108595339,104.2316143260453
55,intermediate,weight loss,female,112.68899413705039,32.613260086199304,67.3442220503073,56.15771852750573,109.26614991318374,HIIT,"High-Intensity Interval Training (HIIT) 20-30 minutes, 4-5 times a week.",Balanced diet with a calorie deficit. Include lean proteins and vegetables.,2,9.764718502798017,0.0,79.64286628870494,87.85244582162599,20.492601457477967,45.123574787324536,40.6829502894958,88.21823996900491
36,intermediate,general fitness,female,104.36667853479696,35.551443864389185,58.37101950333553,49.4591441538042,123.13863152998027,Swimming,"Swimming 45 minutes, 4-5 times a week.",Balanced diet with a focus on lean proteins and healthy fats.,2,2.4828637183949507,0.0,81.84879585081123,81.43077026052717,23.762515745569907,49.226482624821685,42.439762766648144,94.56526748216717
25,intermediate,general fitness,male,87.58546462676136,25.58635217557572,57.97201910881809,57.06260357857339,123.9863513679851,Swimming,"Swimming 45 minutes, 4-5 times a week.",Balanced diet with a focus on lean proteins and healthy fats.,2,2.240688899870313,0.0,80.52906946563475,82.00399151160961,24.909562783419094,47.0824890591622,44.62052902769683,87.02009754204094
65,advanced,muscle gain,female,95.00672016382426,26.165286270821046,61.590748560635895,60.945882322012196,123.97372659201395,Heavy Weight Lifting,"Heavy weight lifting focusing on progressive overload, 5-6 times a week.",High-protein diet with a high calorie surplus. Focus on nutrient-dense foods.,1,0.0,6.6922062801619635,81.55009184871886,107.34399404199108,44.872309083113684,69.66512321990551,64.15664063989811,110.50206119514974
62,intermediate,muscle gain,female,97.83480267622853,38.50109661466932,56.33390830925792,61.12213729490512,106.83679357605926,Weight Lifting,"Weight lifting focusing on compound exercises (bench press, deadlift, squat) 4-5 times a week.",High-protein diet with a moderate calorie surplus. Include complex carbs.,2,0.0,4.215539763674212,89.17724094555663,98.99326589807306,38.655939743015715,60.69056589567246,55.88382552787288,111.437094974122
18,advanced,weight loss,male,106.76010148213449,40.33541090282664,64.18346506319179,46.19395644559829,121.6373684495774,Advanced HIIT,"Advanced HIIT 30-40 minutes, 5-6 times a week.",Balanced diet with a calorie deficit. Avoid processed foods and sugars.,1,12.185555101189108,0.0,71.09125627737127,77.82873989290634,18.094593211672077,43.626853930567606,36.03807082803718,89.55193980290485
39,beginner,general fitness,female,87.27232680429444,39.200711692044024,54.97391881334009,48.943266236249286,124.0092307186184,Walking,"Walking 30-45 minutes, 3-4 times a week at a brisk pace.",Balanced diet focusing on nutrient-dense foods.,3,1.016357413985367,0.0,88.5003113667848,87.9100064669947,27.39257294791358,52.84923523473582,47.80760917294471,97.76277690778727
69,beginner,general fitness,male,103.55677440751657,39.7403727291572,66.46391993880424,58.36446721186391,108.38152840770586,Walking,"Walking 30-45 minutes, 3-4 times a week at a brisk pace.",Balanced diet focusing on nutrient-dense foods.,3,2.64766163723716,0.0,85.366746798607,92.0300891404588,26.995287469774347,54.09294635597304,48.04445185589081,90.10236431290478
34,advanced,weight loss,female,116.55126016506475,27.09239701098658,55.44706826266922,62.19663890828605,102.74957555681517,Advanced HIIT,"Advanced HIIT 30-40 minutes, 5-6 times a week.",Balanced diet with a calorie deficit. Avoid processed foods and sugars.,1,13.332325431844035,0.0,74.62855120428117,75.8309690318068,17.471153637068447,43.12926753224842,35.979317761528726,86.50691551633305
24,advanced,weight loss,female,109.6901443494091,38.86901682195082,69.85402324581024,55.42434164898431,118.07858187242374,Advanced HIIT,"Advanced HIIT 30-40 minutes, 5-6 times a week.",Balanced diet with a calorie deficit. Avoid processed foods and sugars.,1,10.248992296272165,0.0,74.52839629639816,82.62653848308231,19.705117327803432,42.09213211950149,35.17101921345188,83.41534087741044
42,advanced,muscle gain,male,112.89768822969647,28.634951653781872,56.329249486552854,59.15051336669961,126.17877089423979,Heavy Weight Lifting,"Heavy weight lifting focusing on progressive overload, 5-6 times a week.",High-protein diet with a high calorie surplus. Focus on nutrient-dense foods.,1,0.0,6.031503099511833,84.67935937522435,108.83066486744531,42.97035895803363,68.64876126071786,64.76949146101845,118.50591592461832
62,intermediate,muscle gain,female,108.85864769256757,26.960308637535707,67.57652277310396,45.42144021313801,128.88609940498048,Weight Lifting,"Weight lifting focusing on compound exercises (bench press, deadlift, squat) 4-5 times a week.",High-protein diet with a moderate calorie surplus. Include complex carbs.,2,0.0,4.317638790075367,87.70027578461267,99.76040761895973,38.78304873817363,64.04386507592972,56.08822001020276,109.7402511305727
21,beginner,weight loss,female,92.23061892604073,40.143216609096825,57.94711908212115,57.16841623770799,101.60899222708622,Jogging,"Jogging 30 minutes, 3-4 times a week at a moderate pace.",Balanced diet with a calorie deficit. Focus on whole foods.,3,5.313458068243206,0.0,83.37853749098309,90.91576820769757,26.61863263507432,53.04609344801343,48.060722355308485,94.32433164282972
53,advanced,weight loss,female,88.86693370231065,42.78812234203129,54.9210968406186,64.23818288873204,128.24684224526868,Advanced HIIT,"Advanced HIIT 30-40 minutes, 5-6 times a week.",Balanced diet with a calorie deficit. Avoid processed foods and sugars.,1,14.801498603116563,0.0,73.26560691791445,83.50697051325616,15.644790887012787,43.78389795012228,38.00934645216587,83.08277418389042
23,intermediate,general fitness,female,114.03217355517181,39.33419814810318,54.52326500920711,58.22029214065476,109.97128986829973,Swimming,"Swimming 45 minutes, 4-5 times a week.",Balanced diet with a focus on lean proteins and healthy fats.,2,2.2727242095340285,0.0,81.89823588606987,84.41377167212315,20.703813233203714,48.35063443607775,41.53554826075605,93.06039450038219
48,beginner,weight loss,male,109.3426552605435,41.111469056295064,67.00382563699756,63.4455143320064,102.24138817203922,Jogging,"Jogging 30 minutes, 3-4 times a week at a moderate pace.",Balanced diet with a calorie deficit. Focus on whole foods.,3,4.94504633186338,0.0,81.55251207830705,88.60019614089819,29.71073780808196,54.74059760269326,47.09185419109509,96.7917007926329
36,intermediate,weight loss,male,105.12715455857288,44.821763102432314,56.17505972625754,56.320189162621475,129.53592440894116,HIIT,"High-Intensity Interval Training (HIIT) 20-30 minutes, 4-5 times a week.",Balanced diet with a calorie deficit. Include lean proteins and vegetables.,2,9.9399165377439,0.0,79.97025646812983,80.72134225702582,22.7674956915922,48.63308622637004,40.93433056359778,93.21905023450255
61,beginner,general fitness,female,91.62490027388861,27.69511822813369,56.77126017919494,61.867574755518554,125.11231900495375,Walking,"Walking 30-45 minutes, 3-4 times a week at a brisk pace.",Balanced diet focusing on nutrient-dense foods.,3,1.9369086861074065,0.0,87.48875794821812,87.74323045560506,26.500738101677648,50.42086594302322,49.65757994054024,93.81866780196253
56,intermediate,weight loss,female,106.11707378591137,44.30305104866077,53.939861116778815,47.48324816514295,117.69666357101161,HIIT,"High-Intensity Interval Training (HIIT) 20-30 minutes, 4-5 times a week.",Balanced diet with a calorie deficit. Include lean proteins and vegetables.,2,7.486690064487249,0.0,75.71177353262507,84.07406097607567,23.161039493971053,48.88891060382312,44.62302457605426,91.35702048103583
44,beginner,muscle gain,male,86.09626248277559,37.02395610980205,69.22649436232433,47.47026525773633,125.79768920486558,Bodyweight Exercises,"Bodyweight exercises (push-ups, squats, lunges) 3 sets of 10-15 reps, 3 times a week.",High-protein diet with a slight calorie surplus.,4,0.0,1.841323506675346,92.10973231324668,95.74376961688306,32.690204479631156,58.204073036212186,52.51705214486101,100.58990851704763
27,beginner,muscle gain,male,89.15936970378858,41.26506314690041,54.894878811976604,47.40358658391589,117.25951490819668,Bodyweight Exercises,"Bodyweight exercises (push-ups, squats, lunges) 3 sets of 10-15 reps, 3 times a week.",High-protein diet with a slight calorie surplus.,4,0.0,2.00145670361861,90.1126663298474,91.80607963667646,31.937138348451448,57.75654150599114,50.924090895987725,102.76300658791577
43,intermediate,general fitness,female,95.91615524315486,38.0033836317534,54.94887237963224,54.77699104073418,107.6161519376838,Swimming,"Swimming 45 minutes, 4-5 times a week.",Balanced diet with a focus on lean proteins and healthy fats.,2,2.748421989060491,0.0,80.98607601979833,89.98763565444513,24.0235664234683,49.05468308622272,42.84431928297602,94.6132462018435
36,advanced,weight loss,male,100.53083970939075,36.40075577570698,68.87795780509391,51.6052712167423,127.9219822821602,Advanced HIIT,"Advanced HIIT 30-40 minutes, 5-6 times a week.",Balanced diet with a calorie deficit. Avoid processed foods and sugars.,1,13.661003290208283,0.0,71.65439316746267,81.10526659913918,17.718500233554877,42.90144411822341,39.08863336254835,85.09561864065192
56,beginner,muscle gain,male,89.21975735377,39.07237988043376,68.01797709990366,59.38371707482072,128.52990710864373,Bodyweight Exercises,"Bodyweight exercises (push-ups, squats, lunges) 3 sets of 10-15 reps, 3 times a week.",High-protein diet with a slight calorie surplus.,4,0.0,2.4572810044759863,91.25298390165801,99.32061945248077,30.431910796935664,59.96789955973336,53.163365541466646,104.69951468611026
20,advanced,muscle gain,male,89.19790643501375,31.405173290259654,54.9782176635982,63.05243828600794,102.56700389158954,Heavy Weight Lifting,"Heavy weight lifting focusing on progressive overload, 5-6 times a week.",High-protein diet with a high calorie surplus. Focus on nutrient-dense foods.,1,0.0,5.621564262551077,82.02570942947787,107.82423299500456,40.69716481498477,66.26342569730484,60.61863687423676,114.26654519533163
62,intermediate,muscle gain,male,110.40627812042725,43.48543046983825,67.29451139035979,57.38749657146964,104.17581338253322,Weight Lifting,"Weight lifting focusing on compound exercises (bench press, deadlift, squat) 4-5 times a week.",High-protein diet with a moderate calorie surplus. Include complex carbs.,2,0.0,3.7744453728305287,88.243924517461,104.95715914815418,39.461796347811394,64.4018884615501,58.22854087903542,107.70608296327185
30,advanced,muscle gain,female,104.940179228672,27.305851441115575,54.99646426172234,49.264211121971584,105.30881763061618,Heavy Weight Lifting,"Heavy weight lifting focusing on progressive overload, 5-6 times a week.",High-protein diet with a high calorie surplus. Focus on nutrient-dense foods.,1,0.0,5.768171319441251,81.25061065133264,101.35084009972304,42.18015622645444,69.48767526085332,63.71920550290753,119.84837895907515
67,advanced,weight loss,male,103.68096932721828,31.360623681729244,51.689283297057486,63.617537350582275,122.88583806868965,Advanced HIIT,"Advanced HIIT 30-40 minutes, 5-6 times a week.",Balanced diet with a calorie deficit. Avoid processed foods and sugars.,1,10.974085700253676,0.0,72.5027202792345,82.93046098721565,17.30230598446139,41.77527189584523,39.079434070286005,84.3030804319573
45,advanced,weight loss,female,100.83520732911425,25.623247064010066,66.4072269679165,55.55714676275965,121.64582603372409,Advanced HIIT,"Advanced HIIT 30-40 minutes, 5-6 times a week.",Balanced diet with a calorie deficit. Avoid processed foods and sugars.,1,14.564837010789557,0.0,71.34200699886657,83.96453754608639,16.39230420550357,41.447821566370436,37.102921358953886,85.1581185559155
37,advanced,weight loss,female,119.17900872205973,30.426460952921836,65.43116315630573,59.3989110627151,129.3246041902451,Advanced HIIT,"Advanced HIIT 30-40 minutes, 5-6 times a week.",Balanced diet with a calorie deficit. Avoid processed foods and sugars.,1,12.091125448008219,0.0,74.31074545127022,82.9556909116145,16.549317415531956,42.55759941873632,37.155149415376385,80.56070323262381
45,advanced,weight loss,male,86.74300990130318,29.36426154282809,55.89334243382943,62.81011700870354,108.6085470812944,Advanced HIIT,"Advanced HIIT 30-40 minutes, 5-6 times a week.",Balanced diet with a calorie deficit. Avoid processed foods and sugars.,1,13.740734823916679,0.0,70.9083330605194,84.34141725343594,16.988891999393644,43.11128995101808,39.091496699901924,81.80296733317562
25,beginner,muscle gain,female,91.32195116565521,25.992617213572625,51.802779702452185,64.79663864197805,119.4706837627038,Bodyweight Exercises,"Bodyweight exercises (push-ups, squats, lunges) 3 sets of 10-15 reps, 3 times a week.",High-protein diet with a slight calorie surplus.,4,0.0,2.0822727034600534,91.18709897131812,95.09670752400774,32.897180083799455,55.84570549953595,52.90409288866117,104.54908005928782
58,beginner,general fitness,female,107.66277150904331,34.835481276972445,54.12877768954296,55.12127898203347,124.268818793819,Walking,"Walking 30-45 minutes, 3-4 times a week at a brisk pace.",Balanced diet focusing on nutrient-dense foods.,3,2.043999284192129,0.0,89.52483509360424,89.83803128764863,27.380742692944583,52.35199304042119,48.11552642398751,93.67517315374519
56,beginner,general fitness,male,89.77279788479345,34.3727208371122,65.4211314181293,61.16125437367347,98.84921752535907,Walking,"Walking 30-45 minutes, 3-4 times a week at a brisk pace.",Balanced diet focusing on nutrient-dense foods.,3,2.6027201927198993,0.0,86.43025056656958,87.99546200768974,27.94375119747879,51.299446738706216,45.44973098201694,92.05585539957282
18,intermediate,muscle gain,male,105.62833283032109,26.55490887797338,69.29495629884853,56.33734130636484,114.8222171004653,Weight Lifting,"Weight lifting focusing on compound exercises (bench press, deadlift, squat) 4-5 times a week.",High-protein diet with a moderate calorie surplus. Include complex carbs.,2,0.0,4.8273147553487155,85.05350295035242,96.3346138488702,38.79019817560885,64.89930420699618,58.44092647751211,114.22334486826803
20,advanced,muscle gain,male,104.87164289183781,30.237010628168285,55.180041435889834,54.72907891991612,111.90830705588795,Heavy Weight Lifting,"Heavy weight lifting focusing on progressive overload, 5-6 times a week.",High-protein diet with a high calorie surplus. Focus on nutrient-dense foods.,1,0.0,6.710471513421927,82.39985075969832,103.33523245357856,43.16118931854959,67.66776705477011,60.12914659822126,119.57297170082506
30,beginner,general fitness,female,118.98518142738746,44.06644320932712,66.36517602070899,55.75425038552579,119.71308020001601,Walking,"Walking 30-45 minutes, 3-4 times a week at a brisk pace.",Balanced diet focusing on nutrient-dense foods.,3,2.1404947309473563,0.0,89.37245895838835,92.34630171004325,26.704164966827697,54.50578996100544,48.952111765523924,94.29791626903885
45,intermediate,general fitness,female,115.91852704671578,27.214732490208405,54.55865314674309,54.68550487643408,117.81711930470678,Swimming,"Swimming 45 minutes, 4-5 times a week.",Balanced diet with a focus on lean proteins and healthy fats.,2,3.680956496006444,0.0,81.35776166345109,86.70683478825136,20.572908741171677,49.32883867706823,43.64716333473947,86.52567831260988
66,beginner,muscle gain,female,118.09436703186084,31.100372977189362,63.59200783650167,53.42056237589361,122.51170443406549,Bodyweight Exercises,"Bodyweight exercises (push-ups, squats, lunges) 3 sets of 10-15 reps, 3 times a week.",High-protein diet with a slight calorie surplus.,4,0.0,1.0426692105244644,91.9493393743146,96.75272590644012,31.415737032530178,59.8662759399033,54.67340694105988,105.9794046452094
42,beginner,muscle gain,female,88.97608293158929,25.717247969093172,51.672269380630524,59.474413810279756,102.44580761405855,Bodyweight Exercises,"Bodyweight exercises (push-ups, squats, lunges) 3 sets of 10-15 reps, 3 times a week.",High-protein diet with a slight calorie surplus.,4,0.0,1.6311981451734547,94.48134625927878,98.03470840762864,30.430771763645676,57.3816141481307,54.90607447604365,104.53905374258066
50,advanced,weight loss,male,115.38519530389661,27.977744052475334,61.7059128076452,49.99351631895318,98.65425566694377,Advanced HIIT,"Advanced HIIT 30-40 minutes, 5-6 times a week.",Balanced diet with a calorie deficit. Avoid processed foods and sugars.,1,14.664542349667517,0.0,74.88644671814679,78.87359247984665,19.822792385221142,40.68970268312174,35.80059722257968,82.7654340958074
55,intermediate,weight loss,female,89.5181731604907,38.98794214931579,55.38379782389436,57.32762931612001,122.207949236297,HIIT,"High-Intensity Interval Training (HIIT) 20-30 minutes, 4-5 times a week.",Balanced diet with a calorie deficit. Include lean proteins and vegetables.,2,8.402668560212385,0.0,75.90512387627054,83.40177703510948,20.518265528001006,47.15004056451646,44.13739242042454,90.95053538128997
23,advanced,general fitness,male,107.15262624903961,32.33433001325878,68.51691897467313,59.25920355528859,104.4225372410892,Power Yoga,"Power Yoga 60 minutes, 3-4 times a week.",Balanced diet with emphasis on whole foods and hydration.,3,2.62031826505878,1.1357126952649454,76.99717895119377,75.3932320942585,16.849895233715877,43.0724886787127,37.8443460184059,80.60322711178014
61,advanced,muscle gain,male,110.20273562373008,34.04153141358241,55.79501777557907,62.8418166678141,101.50294231706314,Heavy Weight Lifting,"Heavy weight lifting focusing on progressive overload, 5-6 times a week.",High-protein diet with a high calorie surplus. Focus on nutrient-dense foods.,1,0.0,5.124118901255499,81.52533738896466,107.71399169796055,40.10288370505133,68.07963627417796,60.91850864615897,119.44316242420442
62,beginner,general fitness,male,90.62987243522501,28.139567902613123,57.968813897246136,51.63754297875171,103.47274102107478,Walking,"Walking 30-45 minutes, 3-4 times a week at a brisk pace.",Balanced diet focusing on nutrient-dense foods.,3,1.8604307575660821,0.0,85.23941960327575,92.13638480317424,27.423047191868,54.406201894366035,48.25912553345802,96.9252566124229
49,advanced,weight loss,male,107.14307815753389,38.642803457826034,66.81358222309161,62.211982070321284,92.6541596420411,Advanced HIIT,"Advanced HIIT 30-40 minutes, 5-6 times a week.",Balanced diet with a calorie deficit. Avoid processed foods and sugars.,1,13.836299287656175,0.0,72.1017718736081,82.92547190518239,15.25311485043158,43.82763702358308,38.181539186691424,85.66665041201512
62,intermediate,weight loss,female,86.83611725191979,40.03043196182507,58.765491650935886,63.90582342651727,120.9257738462907,HIIT,"High-Intensity Interval Training (HIIT) 20-30 minutes, 4-5 times a week.",Balanced diet with a calorie deficit. Include lean proteins and vegetables.,2,7.954451857691849,0.0,75.57056304215617,86.47200817326143,22.358354668997066,46.0892242712633,40.216833463565415,90.38765167431998
64,advanced,general fitness,male,95.26431300099905,28.622240990334795,54.76824503589837,57.973587654834375,118.6063863416032,Power Yoga,"Power Yoga 60 minutes, 3-4 times a week.",Balanced diet with emphasis on whole foods and hydration.,3,1.2525926039651152,1.929419386783063,75.75315929246337,75.32025396140547,16.310237570164723,40.87478306513243,38.95619112549886,82.89342606254539
38,advanced,weight loss,female,117.24054728769408,25.899869272398842,60.95088641788594,60.42866015846026,112.1076981531496,Advanced HIIT,"Advanced HIIT 30-40 minutes, 5-6 times a week.",Balanced diet with a calorie deficit. Avoid processed foods and sugars.,1,11.226202785866965,0.0,74.97404204105874,76.50061791204885,15.424992687922884,41.52812052924577,37.02545161481286,87.60424177643995
33,advanced,muscle gain,male,91.01059070156542,26.61882268618037,66.79982391299964,53.114139196377465,118.64339919628837,Heavy Weight Lifting,"Heavy weight lifting focusing on progressive overload, 5-6 times a week.",High-protein diet with a high calorie surplus. Focus on nutrient-dense foods.,1,0.0,6.910887837443081,83.81838569099095,107.26638469966736,44.95723951864521,68.82681869533417,60.69766592210428,114.615297382414
38,beginner,general fitness,male,87.28444973576146,38.14091514406036,58.66355224009305,64.04270839569385,104.9253266699318,Walking,"Walking 30-45 minutes, 3-4 times a week at a brisk pace.",Balanced diet focusing on nutrient-dense foods.,3,2.007009239991418,0.0,86.524051598471,86.64275425517882,28.55870263813959,51.387473287825856,48.12327467084486,93.22589742507192
28,intermediate,muscle gain,male,100.52873698794107,27.71021204989678,52.657769784097354,58.41722910172848,101.81476304441519,Weight Lifting,"Weight lifting focusing on compound exercises (bench press, deadlift, squat) 4-5 times a week.",High-protein diet with a moderate calorie surplus. Include complex carbs.,2,0.0,4.012472661219844,86.68526401702195,99.11758481765663,38.66033259762573,64.41912453413953,57.54372864908342,111.10251061731921
54,beginner,muscle gain,female,114.77163729845451,34.878376683376715,57.661738262290335,51.20313617235535,124.49203957392584,Bodyweight Exercises,"Bodyweight exercises (push-ups, squats, lunges) 3 sets of 10-15 reps, 3 times a week.",High-protein diet with a slight calorie surplus.,4,0.0,2.728819649360284,90.71611200544793,91.62197983753815,31.796184771274532,56.5453414031742,54.93186848138499,105.64091974981812
53,beginner,weight loss,male,87.68353336889015,28.0528306185234,69.08950266188383,53.08522694468046,106.89818281156825,Jogging,"Jogging 30 minutes, 3-4 times a week at a moderate pace.",Balanced diet with a calorie deficit. Focus on whole foods.,3,4.571719883877129,0.0,82.8935931988498,93.75154375201858,26.217738844151384,52.554836395216164,46.35481596397787,97.80576310968927
